ip,count
104.90.91.93,2	
104.91.178.104,1	
104.91.181.56,11	
104.91.221.98,5	
104.92.114.193,2	
104.92.115.61,2	
104.92.115.67,7	
104.92.123.83,4	
104.92.129.30,1	
104.92.130.167,4	
104.92.130.184,1	
104.92.138.41,1	
104.94.195.8,1	
104.94.196.92,19	
104.94.200.29,3	
104.94.211.39,2	
104.94.216.122,1	
104.94.218.227,43	
104.94.219.141,9	
104.94.219.153,1	
104.94.226.204,2	
104.94.228.199,1	
104.94.228.224,3	
104.94.229.229,5	
104.94.230.53,5	
104.94.237.232,1	
104.94.243.54,19	
104.94.247.183,9	
104.94.251.18,2	
104.94.252.68,3	
104.95.12.240,5	
104.95.5.43,4	
104.95.86.89,9	
104.95.87.46,9	
104.95.88.44,2	
104.95.90.78,6	
104.95.91.76,1	
104.96.0.112,2	
104.96.0.179,4	
104.96.0.25,4	
104.96.0.40,1	
104.96.0.64,2	
104.96.51.25,1	
104.96.58.236,2	
104.97.101.128,51	
104.97.102.189,15	
104.97.103.209,9	
104.97.112.134,5	
104.97.112.80,43	
104.97.113.126,10	
104.97.113.161,4	
104.97.114.101,64	
104.97.114.103,6	
104.97.114.112,38	
104.97.114.52,8	
104.97.114.98,10	
104.97.115.149,10	
104.97.116.107,25	
104.97.116.150,23	
104.97.116.21,23	
104.97.117.153,222	
104.97.117.46,5	
104.97.118.92,21	
104.97.119.38,14	
104.97.120.69,71	
104.97.120.94,48	
104.97.121.173,26	
104.97.121.67,15	
104.97.121.94,13	
104.97.122.106,29	
104.97.122.16,12	
104.97.122.160,2	
104.97.122.207,5	
104.97.122.33,127	
104.97.122.58,9	
104.97.123.150,25	
104.97.123.151,10	
104.97.123.193,89	
104.97.123.3,60	
104.97.123.51,1	
104.97.123.64,31	
104.97.123.92,58	
104.97.124.224,7	
104.97.125.111,30	
104.97.125.116,6	
104.97.125.160,27	
104.97.125.186,106	
104.97.125.195,85	
104.97.125.209,16	
104.97.125.58,21	
104.97.125.83,1	
104.97.126.55,9	
104.97.127.199,64	
104.97.127.214,4	
104.97.127.217,2	
104.97.127.25,6	
104.97.127.80,32	
104.97.128.184,2	
104.97.128.248,30	
104.97.130.183,8	
104.97.130.243,10	
104.97.131.198,6	
104.97.131.210,6	
104.97.131.233,19	
104.97.131.240,1	
104.97.132.121,2	
104.97.132.127,1	
104.97.133.180,12	
104.97.133.24,16	
104.97.133.94,181	
104.97.135.177,149	
104.97.135.30,37	
104.97.137.113,1	
104.97.137.120,381	
104.97.137.26,54	
104.97.137.68,16	
104.97.137.75,6	
104.97.138.22,2	
104.97.139.140,42	
104.97.139.173,52	
104.97.139.37,228	
104.97.139.9,2	
104.97.140.17,13	
104.97.140.27,1	
104.97.140.32,4	
104.97.141.192,47	
104.97.66.204,10	
104.97.67.175,19	
104.97.67.190,22	
104.97.68.155,10	
104.97.68.49,6	
104.97.69.54,24	
104.97.70.33,32	
104.97.71.4,68	
104.97.71.5,48	
104.97.71.91,36	
104.97.72.102,2	
104.97.72.17,13	
104.97.72.216,31	
104.97.72.243,7	
104.97.73.123,7	
104.97.73.166,243	
104.97.73.172,81	
104.97.73.184,84	
104.97.73.39,18	
104.97.73.5,229	
104.97.74.119,11	
104.97.74.19,85	
104.97.74.21,8	
104.97.74.244,100	
104.97.74.39,22	
104.97.75.134,21	
104.97.75.177,40	
104.97.75.5,20	
104.97.76.167,39	
104.97.76.175,33	
104.97.76.189,86	
104.97.76.46,11	
104.97.76.91,86	
104.97.77.90,2	
104.97.80.175,13	
104.97.80.228,5	
104.97.80.54,9	
104.97.83.106,21	
104.97.83.15,21	
104.97.83.186,29	
104.97.85.228,9	
104.97.85.59,12	
104.97.86.93,7	
104.97.87.187,17	
104.97.87.215,102	
104.97.87.73,5	
104.97.88.153,15	
104.97.88.176,3	
104.97.91.19,150	
104.97.93.197,12	
104.97.94.128,38	
104.97.94.187,34	
104.97.95.20,37	
104.97.96.142,50	
104.97.96.157,28	
104.97.97.43,4	
104.97.97.49,25	
104.97.97.93,18	
104.97.98.225,23	
106.11.129.143,10	
106.11.129.144,7	
106.11.172.65,7	
106.11.176.1,2	
106.11.30.199,7	
106.11.30.202,12	
106.11.52.97,10	
106.11.53.97,6	
106.11.61.53,1	
106.11.92.14,2	
106.11.92.16,2	
106.11.92.6,5	
106.11.93.16,10	
106.11.94.1,6	
106.11.94.21,2	
106.11.94.27,13	
106.11.94.6,5	
106.122.252.16,22	
106.3.35.178,11	
106.39.162.36,2	
106.39.254.26,1	
106.42.25.210,1	
106.48.12.48,6	
106.48.51.151,5	
107.14.46.224,1	
107.14.46.27,4	
107.14.46.8,5	
107.151.3.107,2	
107.151.3.115,3	
107.151.3.131,1	
107.151.3.147,2	
107.151.3.99,1	
107.154.102.208,25	
107.154.102.216,6	
107.154.133.11,19	
107.154.133.27,5	
107.154.75.230,3	
107.154.79.224,137	
107.162.135.91,21	
107.162.142.38,8	
107.167.184.173,14	
107.170.119.98,1	
107.170.13.213,5	
107.170.171.159,1	
107.170.57.76,2	
107.178.209.89,12	
107.178.240.89,88	
107.178.241.34,1	
107.178.242.85,296	
107.178.243.170,21	
107.178.244.119,30	
107.178.244.51,31	
107.178.245.112,4	
107.178.245.158,6	
107.178.245.205,346	
107.178.246.114,1	
107.178.247.57,220	
107.178.248.96,40	
107.178.249.200,5	
107.178.250.6,6	
107.178.252.66,8	
107.178.253.132,62	
107.178.254.148,18	
107.178.254.65,49	
107.178.255.114,216	
107.182.231.101,21	
107.182.231.45,2	
107.20.135.61,1	
107.20.136.144,3	
107.20.144.20,2	
107.20.148.112,18	
107.20.155.7,3	
107.20.161.4,8	
107.20.169.96,1	
107.20.181.53,4	
107.20.187.124,25	
107.20.191.136,17	
107.20.191.152,16	
107.20.192.184,14	
107.20.207.81,3	
107.20.211.51,10	
107.20.218.31,8	
107.20.223.203,18	
107.20.223.209,22	
107.20.227.105,6	
107.20.228.12,11	
107.20.235.219,15	
107.20.238.210,13	
107.20.240.48,6	
107.20.243.207,31	
107.20.244.22,13	
107.20.248.219,6	
107.20.50.221,3	
107.20.68.69,2	
107.20.86.63,1	
107.21.101.241,3	
107.21.112.119,2	
107.21.116.97,1	
107.21.118.2,14	
107.21.126.236,11	
107.21.127.106,16	
107.21.202.144,16	
107.21.203.153,2	
107.21.204.209,13	
107.21.205.62,41	
107.21.209.133,13	
107.21.211.105,9	
107.21.211.226,15	
107.21.217.218,2	
107.21.227.55,1	
107.21.235.197,3	
107.21.240.21,9	
107.21.244.211,19	
107.21.245.4,1	
107.21.246.115,7	
107.21.247.36,1	
107.21.248.242,8	
107.21.249.100,7	
107.21.249.135,13	
107.21.249.145,6	
107.21.249.217,7	
107.21.249.50,12	
107.21.250.154,3	
107.21.250.221,15	
107.21.250.224,10	
107.21.253.191,2	
107.21.253.211,6	
107.21.255.191,1	
107.21.28.13,1	
107.21.37.12,1	
107.21.43.28,11	
107.21.49.180,35	
107.21.50.68,1	
107.21.54.2,2	
107.21.6.236,6	
107.21.60.192,7	
107.21.62.172,4	
107.22.140.69,2	
107.22.163.220,1	
107.22.171.115,2	
107.22.174.222,4	
107.22.181.0,1	
107.22.189.101,3	
107.22.191.190,2	
107.22.192.15,1	
107.22.197.50,5	
107.22.198.92,13	
107.22.198.94,33	
107.22.216.187,4	
107.22.217.100,4	
107.22.217.78,2	
107.22.219.178,2	
107.22.219.96,7	
107.22.220.154,4	
107.22.220.201,8	
107.22.220.68,5	
107.22.224.100,8	
107.22.224.253,1	
107.22.226.38,38	
107.22.230.34,3	
107.22.230.44,1	
107.22.232.134,1	
107.22.236.230,6	
107.22.241.77,38	
107.22.243.74,9	
107.22.244.136,14	
107.22.248.251,21	
107.22.249.166,17	
107.22.42.44,3	
107.23.112.131,24	
107.23.112.229,13	
107.23.113.65,7	
107.23.131.213,3	
107.23.138.150,8	
107.23.140.25,7	
107.23.154.123,4	
107.23.165.43,9	
107.23.177.179,1	
107.23.185.205,5	
107.23.188.206,2	
107.23.193.227,3	
107.23.2.254,1	
107.23.206.115,1	
107.23.208.43,3	
107.23.218.109,1	
107.23.242.160,3	
107.23.26.116,11	
107.23.35.51,2	
107.23.44.161,1	
107.23.49.153,6	
107.23.5.109,1	
107.23.64.48,4	
107.23.69.178,2	
107.23.75.80,39	
107.23.92.200,10	
107.6.114.207,8	
107.6.114.208,15	
107.6.114.209,18	
108.161.187.71,1	
108.161.187.9,3	
108.161.188.128,38	
108.161.188.138,184	
108.161.188.192,48	
108.161.189.111,1	
108.161.189.48,5	
108.161.189.78,1	
108.168.142.92,2	
108.168.172.162,16	
108.168.174.48,35	
108.168.178.47,7	
108.174.10.10,69	
108.174.10.19,2	
108.174.11.1,36	
108.177.112.157,1	
108.177.112.94,1	
108.177.112.95,1	
108.177.97.120,2	
108.59.0.8,5	
108.59.6.116,1	
108.59.6.118,11	
108.59.84.193,4	
108.60.149.204,7	
108.61.16.189,2	
109.200.201.58,4	
109.201.130.57,4	
109.201.130.58,3	
109.232.194.10,3	
109.232.194.247,3	
109.232.194.249,2	
109.232.194.251,2	
109.232.194.252,1	
109.232.194.253,1	
109.232.194.254,3	
109.233.153.4,1	
109.233.153.53,2	
109.233.153.54,2	
109.233.153.75,2	
109.233.157.4,6	
109.233.157.53,2	
109.233.157.75,2	
109.236.92.143,1	
109.248.237.34,4	
109.248.237.36,2	
109.248.237.37,3	
109.248.237.58,1	
109.26.209.20,16	
109.70.240.130,1	
109.72.216.70,2	
109.73.68.219,6	
110.45.146.30,11	
110.45.229.150,1	
110.53.246.32,2	
110.76.141.122,4	
111.108.184.201,3	
111.13.29.159,5	
111.202.114.38,10	
112.121.107.20,36	
112.121.107.30,4	
112.140.42.129,1	
112.140.42.130,2	
112.140.42.135,2	
112.140.42.136,3	
112.140.42.140,1	
112.140.42.142,2	
112.140.42.156,1	
112.140.42.36,3	
112.140.42.37,2	
112.140.42.46,2	
112.175.239.12,2	
112.175.246.145,33	
112.175.248.71,10	
112.84.34.31,11	
112.90.32.4,12	
112.90.32.5,7	
112.90.51.175,28	
113.105.146.229,2	
113.105.146.230,5	
113.200.98.141,4	
113.200.98.150,1	
113.200.98.151,1	
113.207.39.165,9	
113.207.48.142,4	
113.207.48.144,4	
113.207.48.145,23	
113.207.48.168,3	
113.29.189.10,333	
113.29.190.10,163	
113.40.37.71,2	
113.40.37.72,3	
113.40.37.74,3	
113.52.156.18,42	
114.112.93.142,4	
114.55.181.126,7	
114.67.56.84,1	
114.67.56.87,1	
114.80.165.233,69	
114.80.165.50,4	
115.127.226.108,2	
115.127.226.130,2	
115.127.226.2,2	
115.127.226.243,1	
115.127.226.44,1	
115.127.226.51,2	
115.127.226.66,1	
115.127.234.16,1	
115.127.234.172,1	
115.127.234.2,1	
115.127.234.87,1	
115.127.234.9,50	
115.153.176.133,3	
115.159.246.156,48	
115.159.27.49,27	
115.159.71.42,7	
115.182.201.6,24	
115.182.201.7,35	
115.182.201.8,26	
115.231.75.52,2	
115.239.210.141,25	
115.239.217.134,5	
115.30.28.44,4	
116.10.187.207,2	
116.114.19.245,2	
116.211.10.35,14	
116.213.214.215,3	
116.213.214.216,1	
116.213.214.219,2	
116.213.214.4,2	
116.253.191.237,8	
116.31.103.144,5	
116.55.241.181,7	
116.55.241.182,12	
116.55.241.185,18	
116.55.241.203,5	
116.62.77.187,10	
116.62.80.182,2	
117.121.28.4,6	
117.121.33.65,16	
117.121.33.88,11	
117.136.139.2,42	
117.136.139.32,8	
117.21.219.73,3	
117.27.230.107,12	
117.27.230.120,3	
117.27.230.121,4	
117.27.230.176,6	
117.27.230.181,30	
117.27.230.182,35	
117.27.230.184,19	
117.27.230.185,203	
117.27.230.186,210	
117.27.230.187,14	
117.27.230.80,4	
117.27.230.82,11	
117.27.232.35,64	
117.53.117.16,182	
117.78.42.66,4	
118.123.114.134,21	
118.178.115.245,7	
118.178.155.85,5	
118.218.219.181,6	
118.238.138.152,1	
118.238.138.153,1	
118.238.138.176,3	
118.26.205.151,6	
118.98.92.67,3	
119.146.74.34,6	
119.146.74.49,53	
119.167.151.131,8	
119.167.151.233,6	
119.167.151.238,4	
119.167.151.239,10	
119.167.151.240,12	
119.167.164.11,12	
119.167.164.12,7	
119.167.164.21,5	
119.167.164.25,5	
119.205.194.11,30	
119.205.194.14,8	
119.205.194.17,34	
119.205.197.45,3	
119.205.216.200,2	
119.63.198.140,3	
119.77.13.170,16	
119.81.117.98,7	
119.81.119.5,5	
119.81.183.194,2	
119.81.183.216,9	
119.81.195.120,7	
119.81.202.154,2	
119.81.216.7,5	
119.90.37.167,13	
119.90.39.141,17	
12.129.210.52,9	
12.129.210.53,11	
120.132.3.45,2	
120.221.134.203,6	
120.26.38.162,23	
120.37.140.214,1	
120.37.140.227,11	
120.50.129.110,8	
120.50.129.111,5	
120.50.131.112,37	
120.50.132.112,19	
120.50.136.181,36	
120.55.226.124,19	
120.55.238.29,22	
120.55.246.187,6	
121.12.97.18,1	
121.12.97.19,1	
121.12.97.28,1	
121.12.98.62,11	
121.12.98.63,3	
121.12.98.64,14	
121.14.255.100,13	
121.14.255.41,1	
121.14.255.49,11	
121.14.255.82,6	
121.14.255.83,12	
121.14.255.84,23	
121.14.255.98,6	
121.189.13.166,2	
121.254.151.28,15	
121.29.54.141,17	
121.29.54.142,3	
121.29.54.152,4	
121.29.54.173,2	
121.29.8.171,3	
121.29.8.213,2	
121.31.30.143,5	
121.40.97.32,3	
121.50.63.217,1	
121.78.124.148,1	
121.78.124.168,1	
121.78.188.92,1	
121.78.188.93,1	
121.94.171.150,5	
122.198.65.141,5	
122.208.201.226,5	
122.220.195.253,6	
122.225.107.31,36	
122.225.115.196,8	
122.225.115.197,6	
122.225.115.200,9	
122.225.115.203,2	
122.225.115.206,8	
122.225.115.209,4	
122.225.115.212,8	
122.225.28.157,23	
122.225.34.187,8	
122.225.34.188,6	
122.225.34.236,13	
122.227.164.214,3	
122.227.164.215,5	
122.227.189.106,1	
122.228.114.2,3	
122.228.114.3,4	
122.228.238.122,1	
122.72.35.186,3	
123.125.112.252,10	
123.125.115.164,32	
123.125.115.31,2	
123.125.46.173,2	
123.125.46.31,2	
123.125.46.32,2	
123.125.46.43,3	
123.129.244.217,12	
123.129.244.221,1	
123.129.244.226,1	
123.130.127.12,4	
123.134.184.156,4	
123.134.184.158,6	
123.134.184.159,3	
123.134.184.160,2	
123.134.184.161,6	
123.134.184.162,3	
123.134.184.163,5	
123.159.202.136,1	
123.30.108.122,1	
123.56.10.159,3	
123.6.7.28,14	
123.6.7.31,10	
123.6.7.32,3	
124.153.83.92,18	
124.160.136.169,2	
124.160.136.171,2	
124.160.136.172,8	
124.160.136.179,19	
124.160.136.180,10	
124.160.136.236,7	
124.17.1.253,6	
124.215.204.147,55	
124.33.183.215,4	
124.33.183.216,6	
124.39.4.138,16	
124.42.15.200,9	
125.1.77.19,5	
125.209.226.232,5	
125.211.204.155,2	
125.212.216.123,29	
125.39.6.163,26	
125.6.146.14,20	
125.76.247.165,1	
128.127.159.1,1	
128.177.96.24,2	
128.177.96.26,1	
128.177.96.32,1	
128.177.96.34,4	
128.177.96.64,1	
128.177.96.9,2	
128.199.119.43,7	
128.199.181.220,1	
128.199.202.113,1	
128.199.229.104,1	
128.32.203.137,2	
129.146.12.100,41	
129.146.12.101,47	
129.146.12.96,60	
129.146.12.97,35	
129.146.12.98,29	
129.146.12.99,39	
129.146.13.100,34	
129.146.13.101,30	
129.146.13.96,34	
129.146.13.97,24	
129.146.13.98,39	
129.146.13.99,26	
129.146.14.100,30	
129.146.14.101,33	
129.146.14.96,38	
129.146.14.97,24	
129.146.14.98,27	
129.146.14.99,24	
129.33.138.215,10	
129.33.138.31,4	
129.33.138.89,9	
129.33.139.188,5	
129.33.205.80,6	
13.107.21.200,71	
13.107.4.50,8	
13.108.233.7,5	
13.108.234.135,2	
13.112.123.210,7	
13.112.128.187,2	
13.112.232.192,12	
13.112.55.104,2	
13.112.60.248,2	
13.112.94.216,1	
13.113.120.197,3	
13.113.123.157,4	
13.113.148.166,1	
13.113.174.66,19	
13.113.184.218,30	
13.113.197.64,7	
13.113.49.109,1	
13.113.7.102,4	
13.115.243.208,4	
13.124.112.216,5	
13.124.12.171,4	
13.124.23.127,11	
13.32.251.107,1	
13.32.251.134,1	
13.32.251.33,1	
13.32.251.61,1	
13.32.253.23,1	
13.32.99.214,1	
13.54.214.5,8	
13.56.30.236,4	
13.56.43.29,13	
13.56.48.226,6	
13.56.7.139,5	
13.56.74.230,35	
13.56.92.160,9	
13.56.92.46,1	
13.56.93.49,4	
13.56.99.196,2	
13.58.102.101,4	
13.58.114.139,15	
13.58.117.240,11	
13.58.119.233,8	
13.58.12.157,4	
13.58.125.221,26	
13.58.126.115,11	
13.58.131.237,7	
13.58.134.172,5	
13.58.146.190,7	
13.58.146.79,19	
13.58.152.36,7	
13.58.171.58,2	
13.58.181.182,5	
13.58.183.249,12	
13.58.190.2,1	
13.58.191.151,21	
13.58.195.13,1	
13.58.197.93,3	
13.58.205.145,6	
13.58.205.97,2	
13.58.206.202,2	
13.58.21.35,3	
13.58.218.44,6	
13.58.225.179,5	
13.58.229.170,35	
13.58.23.18,1	
13.58.232.107,3	
13.58.247.157,4	
13.58.254.209,1	
13.58.254.86,8	
13.58.30.207,2	
13.58.40.107,6	
13.58.48.96,6	
13.58.52.46,1	
13.58.52.99,2	
13.58.64.191,2	
13.58.67.243,4	
13.58.68.91,1	
13.58.7.210,6	
13.58.75.204,7	
13.58.76.144,1	
13.58.96.44,11	
13.59.104.39,23	
13.59.110.206,15	
13.59.134.116,3	
13.59.134.129,5	
13.59.150.154,10	
13.59.234.253,4	
13.59.251.53,5	
13.59.36.70,3	
13.59.43.55,2	
13.59.47.156,3	
13.59.47.47,14	
13.59.55.4,13	
13.59.72.162,18	
13.65.198.87,5	
13.68.101.62,9	
13.74.155.113,7	
13.76.34.51,1	
13.78.188.147,91	
13.79.162.43,6	
13.79.176.56,14	
13.80.19.74,11	
13.82.187.188,25	
13.89.36.85,14	
13.92.139.214,9	
13.92.181.64,1	
130.211.102.28,1	
130.211.114.37,7	
130.211.115.4,26	
130.211.12.53,6	
130.211.13.189,2	
130.211.13.19,5	
130.211.15.161,2	
130.211.15.187,6	
130.211.16.125,7	
130.211.17.34,10	
130.211.18.143,7	
130.211.18.204,70	
130.211.198.204,1	
130.211.22.126,5	
130.211.22.38,3	
130.211.25.196,2	
130.211.27.95,5	
130.211.28.230,9	
130.211.29.114,5	
130.211.29.144,9	
130.211.33.157,8	
130.211.33.34,3	
130.211.35.197,7	
130.211.36.116,10	
130.211.38.145,9	
130.211.4.140,11	
130.211.42.161,8	
130.211.5.178,176	
130.211.5.206,3	
130.211.5.60,24	
130.211.54.133,2	
130.211.7.151,6	
130.211.78.228,5	
130.211.8.108,11	
130.211.8.7,7	
130.211.9.122,3	
130.211.9.179,4	
130.250.51.144,41	
130.250.51.150,43	
131.117.217.70,7	
131.202.1.10,3	
131.202.1.93,5	
131.253.14.153,1	
131.253.14.38,2	
131.253.34.230,5	
131.253.34.246,1	
131.253.34.255,1	
131.253.61.64,2	
131.253.61.66,3	
131.253.61.68,1	
131.253.61.80,1	
131.253.61.82,3	
131.253.61.84,3	
131.253.61.98,1	
132.247.70.37,9	
133.237.16.105,14	
133.237.16.180,15	
133.237.16.193,13	
133.237.16.47,72	
133.237.16.48,1	
133.237.16.65,13	
133.237.17.2,11	
133.237.17.83,20	
133.237.17.9,13	
133.237.17.99,47	
133.237.48.211,14	
133.237.48.212,10	
133.237.48.235,235	
133.237.48.237,34	
133.237.48.32,80	
133.237.48.86,6	
133.237.49.4,12	
133.237.60.219,3	
133.237.60.7,11	
133.237.61.100,8	
133.237.61.53,22	
134.170.104.154,1	
134.170.111.154,4	
134.170.165.249,2	
134.170.165.251,13	
134.170.165.253,2	
134.170.51.190,4	
134.170.51.247,29	
134.170.53.29,3	
134.170.53.30,5	
134.170.58.118,9	
134.170.58.121,10	
134.170.58.125,5	
134.170.58.189,10	
134.213.160.220,16	
134.213.35.112,2	
135.84.52.6,11	
135.84.52.7,1	
136.147.96.32,4	
136.147.96.33,6	
136.147.96.34,4	
136.147.96.35,7	
136.179.236.67,14	
136.179.236.72,13	
136.243.102.168,1	
136.243.11.135,2	
136.243.12.132,2	
136.243.12.34,4	
136.243.12.72,5	
136.243.13.131,20	
136.243.13.5,7	
136.243.131.32,26	
136.243.131.39,3	
136.243.131.41,2	
136.243.131.50,3	
136.243.131.58,4	
136.243.137.66,2	
136.243.139.219,1	
136.243.139.220,1	
136.243.148.161,2	
136.243.149.224,3	
136.243.15.152,2	
136.243.15.176,2	
136.243.177.239,4	
136.243.18.213,2	
136.243.218.198,1	
136.243.218.212,7	
136.243.223.250,3	
136.243.223.254,4	
136.243.223.255,8	
136.243.249.79,7	
136.243.25.70,3	
136.243.33.140,5	
136.243.33.19,8	
136.243.33.84,2	
136.243.42.207,2	
136.243.42.249,6	
136.243.44.222,9	
136.243.5.17,1	
136.243.56.162,5	
136.243.57.136,1	
136.243.6.169,15	
136.243.6.185,3	
136.243.63.184,1	
136.243.7.46,1	
136.243.7.47,1	
136.243.73.199,3	
136.243.73.200,7	
136.243.73.234,2	
136.243.73.56,2	
136.243.84.64,7	
136.243.84.65,6	
136.243.84.74,3	
136.243.87.193,3	
136.243.87.194,1	
136.243.87.210,1	
136.243.87.212,1	
136.243.87.217,1	
136.243.95.174,1	
136.243.95.176,3	
137.116.48.250,9	
137.116.74.190,1	
137.117.186.158,14	
137.135.41.83,5	
137.200.39.19,65	
137.200.4.16,24	
137.254.60.12,42	
137.254.60.6,3	
137.74.1.51,5	
137.74.1.65,3	
137.74.1.69,1	
137.74.109.208,3	
138.108.50.100,102	
138.108.6.20,109	
138.108.7.20,132	
138.108.7.209,11	
138.197.225.24,2	
138.197.31.219,2	
138.197.74.57,3	
138.201.1.33,2	
138.201.1.35,5	
138.201.10.134,1	
138.201.124.176,1	
138.201.138.163,6	
138.201.21.28,1	
138.201.227.192,18	
138.201.227.193,31	
138.201.28.165,2	
138.201.37.106,2	
138.201.37.241,4	
138.201.44.8,1	
138.201.66.31,10	
138.201.8.30,3	
138.201.8.32,8	
138.201.8.33,1	
138.201.8.34,3	
138.201.8.95,2	
138.68.105.0,20	
139.104.188.6,20	
139.162.11.86,4	
139.162.146.37,3	
139.162.147.254,2	
139.162.152.177,4	
139.162.159.252,2	
139.162.16.124,37	
139.162.19.41,4	
139.162.206.25,1	
139.162.30.21,4	
139.162.30.99,4	
139.162.37.98,1	
139.162.40.246,3	
139.162.41.250,3	
139.162.49.205,3	
139.162.61.54,2	
139.162.62.56,1	
139.162.9.91,4	
139.196.177.242,12	
139.215.203.142,2	
139.224.5.185,3	
139.61.74.125,92	
14.0.33.140,2	
14.0.43.23,1	
14.0.67.51,2	
14.0.67.54,1	
14.0.67.56,1	
14.0.67.87,2	
14.0.70.136,3	
14.128.25.249,23	
14.128.26.213,15	
14.128.26.221,1	
14.17.42.57,10	
14.18.201.48,5	
14.215.74.81,3	
14.215.92.19,3	
140.205.134.25,3	
140.205.140.87,6	
140.205.156.223,3	
140.205.172.5,4	
140.205.220.98,7	
140.205.230.66,15	
140.205.243.64,11	
140.205.248.8,1	
140.205.250.8,8	
140.205.32.12,10	
140.205.32.6,14	
140.205.32.80,2	
140.205.34.16,7	
140.205.34.96,8	
140.205.34.97,5	
140.205.35.15,2	
140.205.36.37,3	
140.205.61.61,7	
140.205.61.87,8	
140.205.62.20,27	
140.206.211.31,1	
140.211.11.105,18	
141.0.174.19,1	
141.0.174.27,3	
141.0.174.28,1	
141.0.174.69,1	
141.0.174.73,3	
141.0.174.74,1	
141.101.121.207,11	
141.101.121.208,5	
141.145.8.13,14	
141.145.8.17,4	
141.170.25.54,19	
141.202.253.195,6	
141.92.104.30,1	
141.92.96.30,4	
142.0.160.13,37	
142.0.160.50,18	
142.0.160.53,1776	
142.0.197.156,9	
142.0.197.68,13	
142.0.198.20,11	
142.4.216.210,6	
142.4.218.13,1	
142.4.219.32,1	
142.4.219.35,45	
144.160.147.43,1	
144.160.225.143,2	
144.2.1.1,14	
144.217.64.39,1	
144.217.69.221,1	
144.217.69.223,2	
144.217.69.224,4	
144.217.70.37,1	
144.230.172.46,4	
144.76.119.56,2	
144.76.121.172,1	
144.76.121.178,25	
144.76.152.132,40	
144.76.152.140,2	
144.76.154.167,2	
144.76.168.9,3	
144.76.175.135,1	
144.76.184.162,5	
144.76.20.141,1	
144.76.203.221,13	
144.76.224.26,2	
144.76.224.27,1	
144.76.45.40,3	
144.76.52.35,2	
144.76.67.119,8	
145.221.181.249,9	
145.226.46.148,4	
145.243.233.163,26	
145.72.64.76,10	
145.72.70.20,37	
146.132.3.2,5	
146.148.100.4,3	
146.148.127.183,12	
146.148.13.21,135	
146.185.142.91,3	
146.20.128.100,6	
146.20.128.111,5	
146.20.128.113,3	
146.20.128.116,2	
146.20.128.117,1	
146.20.128.118,4	
146.20.128.120,1	
146.20.128.122,8	
146.20.128.128,1	
146.20.128.133,5	
146.20.128.138,2	
146.20.128.147,11	
146.20.128.149,1	
146.20.128.151,2	
146.20.128.156,5	
146.20.128.164,3	
146.20.128.166,1	
146.20.128.168,1	
146.20.128.170,4	
146.20.128.174,1	
146.20.128.175,4	
146.20.128.181,5	
146.20.128.186,5	
146.20.128.188,1	
146.20.128.192,4	
146.20.128.197,4	
146.20.128.200,2	
146.20.128.210,4	
146.20.128.211,2	
146.20.128.214,5	
146.20.128.215,8	
146.20.128.216,31	
146.20.128.217,12	
146.20.128.218,7	
146.20.128.219,4	
146.20.128.223,4	
146.20.128.225,2	
146.20.128.229,2	
146.20.128.235,1	
146.20.128.236,7	
146.20.128.240,3	
146.20.128.242,1	
146.20.128.243,1	
146.20.128.244,1	
146.20.128.246,2	
146.20.128.249,1	
146.20.128.34,4	
146.20.128.43,6	
146.20.128.45,3	
146.20.128.48,1	
146.20.128.49,3	
146.20.128.61,1	
146.20.128.64,1	
146.20.128.71,2	
146.20.128.74,6	
146.20.128.80,1	
146.20.128.81,4	
146.20.128.82,3	
146.20.128.84,1	
146.20.128.86,3	
146.20.128.88,2	
146.20.128.93,6	
146.20.128.98,2	
146.20.128.99,1	
146.20.129.102,4	
146.20.129.104,1	
146.20.129.105,1	
146.20.129.108,2	
146.20.129.11,6	
146.20.129.111,2	
146.20.129.113,2	
146.20.129.121,1	
146.20.129.124,4	
146.20.129.127,7	
146.20.129.130,1	
146.20.129.133,1	
146.20.129.137,4	
146.20.129.138,1	
146.20.129.139,2	
146.20.129.140,1	
146.20.129.142,1	
146.20.129.145,3	
146.20.129.150,4	
146.20.129.152,5	
146.20.129.155,4	
146.20.129.157,1	
146.20.129.159,2	
146.20.129.16,3	
146.20.129.160,3	
146.20.129.168,5	
146.20.129.169,3	
146.20.129.173,6	
146.20.129.174,7	
146.20.129.178,4	
146.20.129.179,2	
146.20.129.180,1	
146.20.129.181,1	
146.20.129.185,4	
146.20.129.188,1	
146.20.129.189,3	
146.20.129.190,5	
146.20.129.192,2	
146.20.129.193,1	
146.20.129.196,6	
146.20.129.198,5	
146.20.129.205,1	
146.20.129.207,1	
146.20.129.212,3	
146.20.129.215,11	
146.20.129.24,5	
146.20.129.26,4	
146.20.129.43,4	
146.20.129.48,5	
146.20.129.5,7	
146.20.129.50,1	
146.20.129.51,1	
146.20.129.53,1	
146.20.129.6,1	
146.20.129.66,3	
146.20.129.7,2	
146.20.129.71,8	
146.20.129.72,2	
146.20.129.8,2	
146.20.129.80,2	
146.20.129.81,1	
146.20.129.83,7	
146.20.129.87,4	
146.20.129.91,2	
146.20.129.93,4	
146.20.129.94,7	
146.20.132.102,1	
146.20.132.123,5	
146.20.132.124,15	
146.20.132.127,1	
